title,reviews
큐어 (Cure),"큐어
감독
구로사와 기요시
출연
하기와라 마사토, 나카가와 안나, 우지키 츠요시, 야쿠쇼 코지, 오스기 렌
개봉
1997 일본
평점
리뷰보기
공포 전문 해외사이트 '마니아닷컴'에서 뽑은 아시아 최고의 공포영화에 김지운 감독의 <장화, 홍련>이 뽑혔다고 한다. 2위로 기요시 감독의 <큐어>가 선정되었다. 일반적으로 일본의 대표적인 공포영화 거장을 두명으로 꼽는데 <링>의 히데오와 <큐어>의 기요시가 있다. 하지만 히데오가 헐리우드에서 그다지 힘을 쓰지 못하고 있는 지금, 일본에서 현존하는 최고의 공포영화 거장은 구로사와 기요시'로 입을 맞추고 있다.

 구로사와 기요시는 <도쿄 소나타>로 대중에게도 어느 정도 인지도를 쌓았지만 사실 마니아들이 좋아하는 감독이다. 특히 공포영화에 있어서는 세계에서 손꼽을 정도로 몇 안되는 인물이다. 공포영화나 호러영화 마니아층 사이에서 기요시를 모르면 간첩일 정도로 명성이 대단하다. 그의 작품중 유독 <큐어>는 자주 회자되고 있다. 
  지금에서야 <큐어>를 보면 요새 나오는 호러영화보다 덜 자극적인 장면들로 구성되어 있지만 
그때 그 시절만 해도 우리나라에서는 상영될 수 없는 레벨의 영화였다. 결국 뒤늦게 7년 뒤인 2004년에 개봉하였다.
하지만 <큐어>는 여느 무서운 영화보다 가장 공포스러운 영화였다. ""역시-""라는 말이 안나올 수가 없었다.
영화 시작하고부터 끝날 때까지 긴장의 끈을 놓을 수가 없었다. 요즘 나오는 영화보다 피튀기는 씬이 적고, 
자극적인 장치들이 많지도 않은데 마니아들로부터 자주 회자되는 이유는 기요시만의 '호러스러움'이 있기 때문이다.
일반적인 호러매니아들은 대개 시각적인 각 씬들에 포커스가 맞춰져있는데 기요시 영화를 보고 있노라면, 내면에 어떤 것이 요동치는 불안감. 그것이 무섭다. 심적으로 뭔지 모를 불안감을 주는데 그것이 살아온 나날들과 결합되어 
엔딩 크레딧이 흐른 뒤에도 그 여운이 계속 된다. 개인적으로 영화가 끝났음에도 지나가는 사람들이 영화에 빗대어져 피하고 싶고 두려운 존재로 보여졌다. 지나가다가 우연히 'X'형태의 사물만 봐도 소름돋을 정도였다.

 줄거리
경시청에 근무하는 형사 ‘다카베’는 최근에 일어난 연쇄 엽기 살인사건 때문에 골치를 앓고 있다. 평범하고 성실한 보통 사람들이 이렇다할 동기도 없이 가족이나 동료를 죽이기 때문이다. 그것도 하나같이 목 아래부분부터 가슴 밑까지 X자로 가르는 방식을 쓰는 것이다. 범인들은 서로 연관이 전혀 없으며 X자로 가르는 엽기적인 방법이 유행하는 것도 아니다. 그러면 어떻게 서로 모르는 사람들이 똑 같은 방식으로 살인을 저지르는 것일까. 

정신병을 앓고 있는 아내 때문에 인간의 심리에 대해 고민하던 ‘다카베’는, 이 범인들 사이에도 심리적인 공통점이 있지 않을까 의문을 품게 된다. 그리고 친구인 정신과 전문의 ‘사쿠마’에게 조언을 구하며 사건을 추적해 나간다. 그러던 중 ‘다카베’는 모든 범인들과 어디선가 만난 적이 있는 한 인물을 찾아내게 된다. 자신에 대한 기억을 완전히 상실한 ‘마미야’라는 정체모를 남자다. 

‘마미야’는 만나는 사람에게 ‘당신은 누구냐’는 질문을 던지고 사람들을 혼란스럽게 한다. ‘마미야’에게서 사건의 단서를 찾기 위해 조사를 하던 ‘다카베’는 최면암시를 걸었을 가능성이 있다고 판단한다. ‘마미야’와 ‘사쿠마’는 최면암시 자료들을 조사하면서 하나씩 ‘마미야’의 정체를 벗겨 나간다. ‘마미야’는 의대 정신과에서 최면암시에 대해 연구하던 학생이었던 것이다. 그리고 아주 옛날부터 최면치료법이 있었다는 것을 알게되고, 점점 ‘마미먀’의 실체에 접근해 나간다. 

그러면서 ‘다카베’는 자신의 정신이 조금씩 혼란스러워 진다는 사실을 깨닫게 된다. 실은 ‘다카베’도 ‘마미야’와 대화를 하면서 조금씩 최면 속으로 빠져드는 것이었다. 그러다가 ‘사쿠마’가 자신의 목을 X자로 갈라 자살하는 사건이 일어나고, 급기야 ‘다카베’는 ‘마미야’를 죽여버린다. 하지만 ‘마미야’라는 사건의 핵심이 사라졌지만, 아직 세상사람들 속에는 증오에서 나온 살의가 넘쳐흐르고 있는데...
(출처 : 한겨레 영화정보)
 ﻿ 큐어(Cure)의 뜻은 '치료하다', '낫게 하다', '고치다' 이외에도 '(문제·사건을)해결하다'는 뜻을 가졌다.
우리나라 말 중에 쉽게 내뱉어선 안되는 말 중에 한가지가 '죽인다', '죽이고 싶다', '죽을래?'가 아닌가 싶다.
우리는 평소에도 이렇게 무서운 말을 아무렇지않게 쉽게 사용하고 있는데... 
어쩌면 말이 그 사람의 마음을 나타낸다는 말처럼 '죽임' 그것이야 말로 최선의 해결책이기 때문은 아닐까? 
<큐어>에서도 악마에 대한 응징을 살인으로 하고 있다. 
실제로 최면술로써 모든 병을 치료하고자 했던 메스너라는 학자가 있었다. 
결국 사회에서 인정받진 못했지만 훗날 메스너리즘이 인정받기 시작하면서 최면술이 재조명 받기 시작했다. 
메스머 [Mesmer, Friedrich Anton 1734.5.23~1815.3.5]   

독일의 의학자. 
국적 : 독일
활동분야 : 의학
주요저서 : 《동물 자기론》(1755) 
주요작품 : 논문 <인체에 미치는 천체의 영향에 관하여>(1766)
1766년 <인체에 미치는 천체의 영향에 관하여>라는 논문을 제출하여 빈대학을 졸업하고,
 그 곳에서 병원을 개업하였다. 
1774년 빈을 방문한 영국 천문학자 막시밀리안 헬이 위경련을 자석으로 치료한 것에 흥미를 느껴, 
1775년 《동물 자기론(磁氣論)》을 발표하여 메스머리즘(최면술)을 실시하였다. 
이 치료방법의 핵심은 동물자기라는 것으로, 이것에 의해서 모든 병을 치료할 수 있다고 생각하였다. 
이런 생각은 의학회(醫學會)의 인정을 받지는 못하였으나, 일반인으로부터는 찬동을 얻어 주목을 끌었다. 
1778년 파리로 갈 때, 학회의 승인을 얻으려고 노력하였으나 실패하였다.
  메스너가 실패했던 최면술의 확산. 그리고 메스너의 정신을 이어받기 위해 메스너리즘을 연구하기 시작했던 마미야는 
어느날 무슨 일인지 모를 일에 화상을 입고 기억상실증에 걸린다. 
  그리고 언제부턴가 마미야는 맞닥드린 사람들에게 '최면암시'를 이용하여 본성을 끄집어 내어, 절제되어 있던 내면에 
갖고 있던 열등감과 증오심 그리고 스트레스같이 우리가 갖고 있는 불만들이 폭발하여 살인으로 이어지게끔 한다. 
최면암시를 거는데 이용된 것은 '불'과 '물'밖에 없었다. 불은 담뱃불을 이용했고, 물은 수돗물과 비를 이용했다.
불은 당사자의 보이지 않는 내면을 폭발시키는 것의 상징, 물은 당사자의 마음을 편하게 해주는 매개체였다.
  당사자가 피의자가 되는 순간. 사후 긋는 'X'. 그것은 마치 ""당신의 삶은 틀렸다. 죽음으로써 천국에 인도하리라.""
라고 말하는 것 같다. 하지만 유감스럽게도 마미야는 끝내 용의자가 아니다. 
죽는 순간까지도 참고인으로, 결국 과학적인 증거나 물증은 잡지 못한 채... 
연쇄 살인사건의 범인은 잡지 못한채 영화는 끝이 난다. 
 ﻿ ﻿ 영화속에서 살인을 범하는 자들의 직업은 매춘부, 교사, 의사, 경찰 등 하루하루 사람을 대하는 직종을 가졌다.
사람을 맞이하는 직업을 가진 자는 스트레스를 엄청 받고 언제나 살인자가 될 동기를 갖고 있다.
동기를 갖고 있지만, 절제하며 이성적으로 '삶'을 위해 인내한다. 동시에  증오를 하며 가슴에 계속 쌓인다.
언제 폭발할지 알 수 없으며, 고로 살인은 언제 어디서 찾아올지 모르는 것이고, 우리는 항상 두렵다.

오늘날 우리가 살아가는 사회는 우리 개개인이 모여  법과 규율에 따라 만들어진 이성의 결정체이다.
그러나 그 이면에는 조금만 이성을 풀어주면 언제든 살인을 저지를 수 있는 살의를 가진 사람들로 가득하다. 
사람은 감정을 지닌 동물이다. 근데 그 이전에 사회적 동물이다.
그래서 본성을 숨겨야 한다. 이성적으로 법과 규율에 어긋나지 않게 예절과 품위를 지켜야 한다.
억울한 감정이 있어도 울부짖으면 안된다. 그 고통이 쌓이고 쌓여 극적으로 표현되면 일탈이다.
 이는 다카베의 한마디에 모두 설명된다. ""평화롭고 아름다운 인생이란 없어. 사회는 그런게 아니니까""
정신병에 걸린 아내때문에 괴롭지만서도 행복하게 사는 것처럼 행동해야 하는 모순. 그것은 행복이 아니었다.
큰 짐을 데리고 살면서도 언제나 주위 형사들에겐  아무렇지 않은 척 살아야 하는 모순. 이중적인 얼굴. 거짓된 행동.
그런 것들이 사회적 동물이어야 한다면 차라리 '죽임'을 당하는 것이 본인의 순수한 감정을 찾아가는 방법은 아닐까?
   결국 살인사건의 범인을 잡기 위해  마미야를 붙잡아놨던 것이 오히려 주객전도되어 다카베가 끌려다닌다. 
처음 둘이 만난 순간부터 다카베는 떨고 있었으며, 최면에 걸린 것이나 마찬가지였다.
수사한다는 것이 결국 다카베가 최면에 걸린 듯하고, 중간중간에 이성적으로 돌아와 최면에 안 걸린듯한 모습을 
보여주지만 이미 모든 것이 마미야의 손아귀에 있었다. 
 결국 또다시 살인사건이 시작되고, 친구까지 죽게되는 불참사가 일어나자 다카베는 이성을 잃는다. 
그리고 마미야를 총 쏴 죽여버린다. 그리고 수사중에 우연히 발견한 18세기 때 녹음된 메스너리즘과 관련된 축음기. 
그것을 듣는 순간... 
 ﻿ 
     다음뷰 꼭 한번만 눌러주세요!^.^

                                        "
큐어 (Cure),"No.47207 조회수 : 0 추천수 : 0 어제 본 <큐어>는 명성답게 뛰어난 완성도를 보이는 영화였습니다. 하지만 이 영화를 공포영화라고 하기에는 무리가 있을 것 같습니다. <Se7en>이 공포영화라기보다 범죄 스릴러인 것처럼. <큐어>는 오컬티즘에 관해서도 말하지만 결국 오컬티즘과 관련된 설명은 의도적으로 애매모호하게 처리해서 관련성을 정확하게 잡아낼 수 없습니다. 하지만 이 영화가 관객을 자극하는 감각이 '공포'라는 점은 확실합니다. 그런 면에선 공포영화, 그것도 아주 살떨리는 공포영화라고 말해도 괜찮겠지요. 마미야가 최면술로 평판좋은 초등학교 선생, 사람좋은 노순경, 성실한 여의사 등에게 처참한 살인을 암시하는 방법은 아주 단순합니다. ""당신은 누구야?""라고 물으며 ""당신의 이야기를 해달라""라 말할 뿐입니다. 그 질문들은 그 선량한 사람들은 안에 잠들어 있던 불안과 분노를 일깨우고 결국 끔찍한 살인을 저지르게 만듭니다. 피해자이자 가해자인 그 사람들은 특별히 사연많은 인생을 살았거나 억눌린 유년의 상처가 큰 사람들도 아닙니다. 평범한 삶을 살아가는 평범한 사람들이지요. 어느날 그들은 정체모를 사람으로부터 자신을 정체를 밝히라는 요구를 받습니다. 이글을 읽고 계신 여러분은 자신이 누구인지 아십니까? 여러분 일상의 평온함 혹은 지루함 밑에 감춰져있는 은밀한 불안과 상처는 없습니까? 그렇다고 얼굴 피부가 벗겨지도록 칼부림을 한다는 건, 그렇습니다, 현실성이 다소 떨어지지요. 하지만 극중 마미야가, 그리고 구로사와 기요시가 영화를 통해 드러내듯 인간 존재의 기반은 불안합니다. 근본적인 질문 몇마디에 저렇게 손쉽게 그들의 인생이 살인자로 돌변했듯이, 우리도 자신의 삶을 무너지기 쉬운 기반위에서 위태롭게 지탱하고 있는지 모르겠습니다. 마미야가 여의사에게 자신의 이야기를 해보라며 그녀의 오래된 상처를 건드릴 때, 그리고 형사역을 맡은 야쿠쇼 코지에게 질문을 던질 때, 관객인 저 자신도 무서웠습니다. 그들 못지않게 많은 불안과 불만을 가진 저는 누구보다 쉽게 마미야의 희생양이자 가해자가 될 수 있을테니까요. 이 영화의 공포는 바로 거기 있는 것 같습니다. 이 비범한 연쇄살인사건은 인간존재의 보편적인 면을 반영합니다. 자신의 이야기인데 안 무서울 수가 없습니다. 구로사와 기요시의 영화를 설명할 땐 항상 고다르의 영향을 이야기하더군요. 글쎄요.. 뭘보고 그런 소리를 하는 건지 모르겠지만, 갑자기 등장하는 점프컷이나 배우들이 입체감없이 움직이는 동선과 카메라웤 때문인지도 모르겠습니다. 영화는 주로 롱테이크와 롱 숏으로 인물들을 잡아내고 특히 백주 대낮에 느닷없이 벌어지는 살인 장면에 그 쇼킹함을 더합니다. 청각세포를 자극하는 의미없는 소음도 영화의 불안감을 높이고요. 낯선 방식의 편집은 영화의 기괴함을 더합니다. 이 영화에서 유일하게 웃기는 부분은 실로 어처구니없이 등장합니다. 정신병을 앓고 있는 부인을 뒤치닥거리 하기 힘들어진 형사(야쿠쇼 코지)는 마미야의 집을 수색하다가 영감처럼 자신의 부인이 자살했을 거라는 불안감을 느낍니다. 집에 달려 들어온 순간 그녀는 천장에 목을 매고 있고 야쿠쇼 코지는 절규하며 무너집니다. (고통에 일그러진 야쿠쇼 코지의 얼굴, 대단했습니다. 야쿠쇼 코지는 정말 뛰어난 배우입니다. 어디 감히 안성기 따위를 야쿠쇼 코지한테 비유하는지... -_-) 하지만 다음 순간 그건 단지 환상, 마미야에 의해 증폭된, 무엇보다 그 자신히 은밀히 바라고 있던 환상이었다는 것이 드러납니다. 그 순간의 허탈함이란... 여튼 이 영화, 굉장합니다. 우리나라 어느 배급사가 이 영화를 수입했다고 하는데, 글쎄요, 당분간 보기는 힘들 것 같습니다. 재미없으니까. 하지만 만약 개봉한다면 꼭 보시길. 멋진 영화입니다. http://cocteau.pe.kr"
큐어 (Cure),"      확실히 일본 공포영화는 비범하다. 그들은 공포라는 것이 인간을 잠식해 들어간다는 것을 알고 있는 것 같다. 사실 우리는 불안과 공포에 목아래까지 눅진히 잠겨있는 상태로 이 세상을 살고 있는 것이다. '주온'에서 평범해보이는 집이 사실상 공포의 생산지가 되는 것처럼, '링'에서 우리가 매일 보는 텔레비젼이 공포의 매개체가 되는 것처럼. 뉴스를 통해 매일 접하는 끔찍한 뉴스들은 우리에게 더이상 별다른 감흥을 주지는 않는다. 그러나 누구나 일말의 공포와 불안감을 가지고 있다. ""저런 일들이 나에게는 일어나지 않겠지. 내가 무사해서 다행이야.."" 라는 안도감을 매일 느끼면서 살아간달까나.
  '큐어'는 현대인들이 가지고 있는 살인에 대한 잠재의식과 표출을 다룬 영화로 보여진다. '마미야'는 자신은 텅비어버린, 그래서 다른 사람을 훤히 들여다볼 수 있는 존재로 나온다. '사쿠마'는 그를 '전도자'라고 표현한다. 살인을 통한 내면의 치료가 즉 이 영화의 제목 '큐어'이다. 말하자면 우리 모두는 잠재적인 살인자이며 누구나 살의를 가지고 있다. 다만 윤리의식과 처벌에 대한 두려움이 그것을 억누르고 있을 뿐인데 '마미야'는 물을 흘리고 라이터를 켜듯이 그것을 조금 열어주기만 하면 사람들은 무덤덤하게 살인을 저지를 수 있는 존재라는 것을 강변하고 있다.
  영화의 마지막 장면은 가장 함축적인 내용을 보여준다. 평온한 병원에서 '타카베'의 아내는 죽은 채로 휠체어를 타고 온다. '타카베'는 아무렇지 않게 레스토랑에서 식사를 한다. 웨이트리스는 친절하게 다먹은 그릇을 치우고 커피를 서빙한다. 모든 것이 깨끗하고 순서대로 진행되는 아무 문제 없는 현실이다. 이것이 우리가 살고 있는 현대이다. 그러나 그 이면에는 조금만 이성을 풀어주면 언제든 살인을 저지를 수 있는 살의를 가진 사람들로 가득하다. 우리가 즐겁게 식사를 하고 있는 건너편에서 커피를 마시고 담배를 피우고 있는 저 남자가 방금 아내를 살해한 사람일지도 모른다. 아니면 이 글을 읽고 조회수를 1 올려주고 있는 당신이 바로 방금 살인을 마친 사람일지도."
